index,prediction
27980,
27981,5.0 centimetre
27982,5.0 centimetre
27983,5.0 centimetre
27984,
27985,
27986,
27987,57.0 mm
27988,10.0 mm
27989,3.17 mm
27990,30.0 mm
27991,17.7 inch
27992,
27993,
27994,
27995,57.0 centimetre
27996,57.0 centimetre
27997,57.0 centimetre
27998,9.0 cm
27999,21.0 cm
28000,17.0 centimetre
28001,90.0 centimetre
28002,
28003,7.5 centimetre
28004,7.5 centimetre
28005,7.09 centimetre
28006,7.09 centimetre
28007,4.7 foot
28008,4.7 foot
28009,0.20 centimetre
28010,65.0 watt
28011,380.0 volt
28012,
28013,2.7 inch
28014,28.0 centimetre
28015,
28016,4.7 inch
28017,100.0 centimetre
28018,
28019,
28020,81.0 cm
28021,
28022,3.90 inch
28023,3.9 inch
28024,3.90 inch
28025,28.0 centimetre
28026,28.00 cm
28027,28.0 centimetre
28028,29.0 inch
28029,11.8 inch
28030,11.8 inch
28031,5.0 centimetre
28032,
28033,38.0 centimeter
28034,4.5 centimeter
28035,30.0 inch
28036,37.0 centimetre
28037,
28038,41.0 centimetre
28039,
28040,
28041,1.97 inch
28042,1.97 inch
28043,
28044,21.0 centimetre
28045,4.8 inch
28046,220.0 kilogram
28047,
28048,290.0 millimeter
28049,300.0 meter
28050,6.1 cm
28051,6.1 centimetre
28052,
28053,0.546 ounce
28054,
28055,
28056,
28057,19.0 cm
28058,18.0 cm
28059,18.0 cm
28060,8.1 inch
28061,
28062,50.0 centimetre
28063,
28064,8.5 centimetre
28065,3.1 inch
28066,(Please clarify which specific height you're looking for)  unit
28067,10.0 foot
28068,10.0 foot
28069,70.0 millimetre
28070,160.0 millimeter
28071,46.0 centimetre
28072,7.8 inch
28073,
28074,2.36 inch
28075,2.36 inch
28076,
28077,33.0 inch
28078,
28079,
28080,70.0 cm
28081,8.5 centimetre
28082,8.5 centimetre
28083,
28084,
28085,13.0 inch
28086,13.0 inch
28087,
28088,
28089,
28090,23.0 centimetre
28091,18.0 inch
28092,
28093,8.0 inch
28094,25.5 centimetre
28095,8.80 inch
28096,8.80 inch
28097,346.0 millimeter
28098,5.0 inch
28099,330.0 pound
28100,646.0 millimeter
28101,
28102,4.5 inch
28103,12.0 inch
28104,5.0 volt
28105,50.0 millimeter
28106,50.0 millimeter
28107,50.0 millimetre
28108,53.0 centimetre
28109,53.0 centimetre
28110,
28111,28.0 centimetre
28112,
28113,28.0 centimetre
28114,5.12 inch
28115,5.12 inch
28116,5.12 inch
28117,7' Grey
28118,
28119,
28120,
28121,
28122,
28123,5.0 centimetre
28124,
28125,
28126,2.5 cm
28127,10.0 cm
28128,
28129,24.0 centimetre
28130,
28131,8.0 inch
28132,35.40 centimetre
28133,25.0 centimetre
28134,25.0 centimeter
28135,25.0 centimetre
28136,32.0 inch
28137,
28138,
28139,85.34 centimetre
28140,
28141,9.5 cm
28142,
28143,31.5 inch
28144,18.6 centimetre
28145,2.16 inch
28146,2.16 inch
28147,15.94 inch
28148,15.94 inch
28149,1.70 centimetre
28150,65.0 millimeter
28151,
28152,16.0 centimetre
28153,16.0 centimetre
28154,125.0 pound
28155,
28156,65.0 mm
28157,160.0 centimeter
28158,12.9 centimetre
28159,45.0 centimetre
28160,
28161,340.0 centimeter
28162,18.00 centimetre
28163,
28164,
28165,
28166,Not applicable inch
28167,4.3 inch
28168,42.0 inch
28169,
28170,29.0 cm
28171,100.0 watt
28172,Not applicable   
28173,20.0 centimetre
28174,
28175,450.0 pound
28176,12.2 inch
28177,29.0 cm
28178,
28179,4.5 cm
28180,18.0 cm
28181,
28182,3.6 inch
28183,4.25 inch
28184,201.0 pound
28185,6.7 inch
28186,751.0 pounds
28187,30.0 inch
28188,400.0 millimeter
28189,
28190,8.0 centimetre
28191,8.0 centimetre
28192,8.0 cm
28193,7.90 inch
28194,36.0 centimeter
28195,182.0 centimetre
28196,45.0 centimetre
28197,
28198,6.5 centimetre
28199,
28200,
28201,
28202,2.60 centimetre
28203,250.0 millilitre
28204,15.7 inch
28205,16.0 centimetre
28206,3.0 centimetre
28207,324.0 watt
28208,
28209,
28210,72.0 millimeter
28211,72.0 millimeter
28212,
28213,
28214,43.0 centimetre
28215,15.0 centimetre
28216,
28217,5.0 volt
28218,30.0 centimetre
28219,
28220,
28221,12.0 volt
28222,
28223,13.8 cm
28224,60.0 centimetre
28225,
28226,60.0 centimetre
28227,6.5 ounce
28228,
28229,41.0 centimetre
28230,10.0 cm
28231,65.0 centimetre
28232,65.0 centimetre
28233,
28234,600 volt
28235,
28236,65.9 watt
28237,
28238,25.0 centimeter
28239,
28240,25.0 centimetre
28241,
28242,3.2 inch
28243,15.7 inch
28244,37.0 pound
28245,
28246,200.0 cm
28247,24.0 inch
28248,
28249,
28250,
28251,
28252,3.93 inch
28253,3.93 inch
28254,
28255,5.5 centimetre
28256,130.0 centimetre
28257,130.0 centimetre
28258,
28259,
28260,26.0 volt
28261,1500.0 watt
28262,16.0 cm
28263,75.0 inch
28264,7.5 inch
28265,315.0 cm
28266,
28267,9.0 inch
28268,
28269,48.0 gram
28270,250.0 pounds
28271,18.6 centimeter
28272,5.0 centimetre
28273,
28274,2.71 inch
28275,2.71 inch
28276,
28277,85.0 watt
28278,120.0 volt
28279,
28280,20.0 cm
28281,250.0 pound
28282,
28283,174.0 millimeter
28284,174.0 mm
28285,5.0 centimetre
28286,5.0 centimetre
28287,
28288,
28289,6.3 centimetre
28290,
28291,15.72 inch
28292,15.72 inch
28293,7.0 centimetre
28294,18.0 centimetre
28295,
28296,None N/A
28297,7.0 ounce
28298,8.0 inch
28299,
28300,7.5 cm
28301,
28302,2.5 inch
28303,2.5 inch
28304,8.0 inch
28305,225.0 millilitre
28306,
28307,4.7 inch
28308,
28309,4.7 inch
28310,5.9 inch
28311,106.0 cm
28312,115 volt
28313,40.0 centimetre
28314,
28315,34.0 centimetre
28316,35.0 centimetre
28317,
28318,3.0 inch
28319,
28320,92.0 millimeter
28321,14.0 ounce
28322,4.72 inch
28323,8.0 centimetre
28324,30.0 centimetre
28325,45.0 centimetre
28326,8.0 inch
28327,8.0 inch
28328,
28329,
28330,12.0 volt
28331,
28332,18.0 millimeter
28333,12.0 cm
28334,12.0 centimetre
28335,13.0 millimeter
28336,4.3 centimetre
28337,
28338,6.0 inch
28339,80.0 centimetre
28340,
28341,8.5 centimetre
28342,8.6 centimetre
28343,
28344,4.20 centimetre
28345,
28346,103.0 cm
28347,
28348,103.0 centimetre
28349,150.0 centimetre
28350,
28351,
28352,10.0 inch
28353,
28354,
28355,2.91 inch
28356,2.91 inch
28357,2.91 inch
28358,
28359,24.0 inch
28360,
28361,44.0 inch
28362,
28363,
28364,
28365,
28366,
28367,
28368,
28369,
28370,
28371,230.0 centimetre
28372,230.0 cm
28373,5.9 cm
28374,2.32 inch
28375,
28376,8.5 centimetre
28377,8.5 centimetre
28378,8.5 centimetre
28379,86.36 centimetre
28380,
28381,
28382,
28383,
28384,2.0 cm
28385,3.1 inch
28386,33.0 cm
28387,1.5 kilogram
28388,12.9 cm
28389,5.07 centimetre
28390,
28391,Not applicable   
28392,127.0 millimeter
28393,180.0 centimetre
28394,
28395,4.8 centimetre
28396,1.0 pound
28397,17.0 millimetre
28398,
28399,18.0 centimetre
28400,8.30 inch
28401,3.30 inch
28402,15.0 inch
28403,500.0 pound
28404,500.0 pound
28405,5.0 centimetre
28406,
28407,3.5 centimetre
28408,
28409,3.50 centimetre
28410,
28411,
28412,
28413,33.9 inch
28414,4.9 inch
28415,
28416,33.0 centimetre
28417,33.0 centimetre
28418,45.0 centimetre
28419,
28420,
28421,53.0 inch
28422,80.0 inch
28423,53.0 inch
28424,
28425,
28426,61.8 inch
28427,330.0 pound
28428,
28429,12.0 inch
28430,
28431,12.0 inch
28432,33.5 inch
28433,5.0 milligram
28434,33.0 watt
28435,
28436,
28437,
28438,8.0 centimetre
28439,8.0 centimetre
28440,110 volt
28441,200.0 cup
28442,
28443,3.82 inch
28444,3.82 inch
28445,21.6 volt
28446,5.30 inch
28447,2.6 inch
28448,
28449,29.0 centimetre
28450,
28451,31.0 centimetre
28452,50.0 centimetre
28453,
28454,34.5 inch
28455,12.38 pound
28456,25.5 centimetre
28457,25.5 centimetre
28458,
28459,
28460,2.0 volt
28461,2.0 watt
28462,
28463,2.0 meter
28464,11 cm 7.0
28465,
28466,
28467,75.0 centimetre
28468,239.0 g
28469,
28470,60.0 millimeter
28471,
28472,1.80 centimetre
28473,
28474,
28475,5.40 centimeter
28476,
28477,47.0 inch
28478,
28479,21.0 centimetre
28480,5.9 inch
28481,12.0 centimetre
28482,2.75 inch
28483,2.55 inch
28484,
28485,
28486,132.0 cm
28487,8.5 centimetre
28488,8.5 inch
28489,8.5 inch
28490,6.60 centimetre
28491,6.60 centimetre
28492,6.6 centimetre
28493,10.00 kilogram
28494,
28495,50.0 mm
28496,
28497,45.5 centimetre
28498,
28499,270.0 centimetre
28500,20.0 inch
28501,150.0 ounce
28502,18.0 pound
28503,
28504,
28505,75.0 inch
28506,4.0 inch
28507,26.0 centimetre
28508,23.0 inch
28509,4.7 inch
28510,
28511,2.76 inch
28512,
28513,54.0 inch
28514,
28515,
28516,40.0 cm
28517,
28518,3.60 centimetre
28519,
28520,3.74 inch
28521,
28522,46.0 centimetre
28523,25.0 cm
28524,13.4 inch
28525,
28526,15.0 centimetre
28527,30.5 centimetre
28528,14.0 cm
28529,14.0 inch
28530,2.75 inch
28531,
28532,
28533,15.7 inch
28534,14.5 inch
28535,
28536,
28537,22.0 cm
28538,10.0 centimetre
28539,24.8 inch
28540,220.0 volt
28541,65.0 watt
28542,7.5 centimetre
28543,8.0 cm
28544,
28545,5.0 meter
28546,
28547,
28548,
28549,
28550,
28551,
28552,12.0 volt
28553,
28554,26.0 centimetre
28555,5.1 inch
28556,
28557,3.54 inch
28558,3.54 inch
28559,125.5 millimeter
28560,44.0 inch
28561,20.5 millimetre
28562,20.5 millimeter
28563,20.5 millimeter
28564,
28565,24.0 centimetre
28566,42.0 centimetre
28567,20.0 centimetre
28568,20.0 centimetre
28569,7.5 inch
28570,7.0 inch
28571,16.5 centimetre
28572,33.0 inch
28573,100.0 watt
28574,
28575,36.0 volt
28576,2.95 inch
28577,2.95 inch
28578,40.0 cm
28579,
28580,173.0 centimetre
28581,12.0 centimetre
28582,
28583,100.0 watt
28584,12.0 volt
28585,260.0 centimeter
28586,2.0 kilogram
28587,
28588,3.9 inch
28589,3.9 inch
28590,
28591,82.0 cm
28592,100.0 centimetre
28593,100.0 centimetre
28594,
28595,
28596,
28597,12.0 inch
28598,5.1 centimetre
28599,
28600,6.5 foot
28601,6.5 foot
28602,0.86 inch
28603,
28604,100.0 inch
28605,100.0 inch
28606,20.0 pound
28607,8.7 centimetre
28608,
28609,
28610,20.0 inch
28611,11.7 inch
28612,
28613,
28614,314.0 millimeter
28615,252.1 millimetre
28616,213.0 cm
28617,
28618,76.0 centimeter
28619,
28620,
28621,
28622,11.22 inch
28623,11.22 inch
28624,
28625,32.0 inch
28626,32.0 inch
28627,32.0 inch
28628,13.8 inch
28629,3.15 inch
28630,120.0 kilogram
28631,120.0 kilogram
28632,
28633,17.5 millimeter
28634,17.5 millimetre
28635,34.0 cm
28636,19.4 cm
28637,3.4 centimetre
28638,33.0 ounce
28639,13.5 cm
28640,13.5 centimetre
28641,5.023 kilogram
28642,
28643,
28644,9.8 inch
28645,21.0 inch
28646,21.0 inch
28647,
28648,40.0 gram
28649,16.0 cm
28650,20.0 cm
28651,20.0 cm
28652,20.0 cm
28653,120.0 mm
28654,120.0 mm
28655,
28656,80.0 cm
28657,0.3 inch
28658,
28659,
28660,
28661,29.5 inch
28662,
28663,
28664,
28665,10.0 inch
28666,10.0 inch
28667,75.0 centimetre
28668,4.0 pound
28669,22.24 inch
28670,2.13 inch
28671,
28672,
28673,5.00 inch
28674,
28675,
28676,17.5 inch
28677,17.5 inch
28678,
28679,
28680,
28681,
28682,1.85 inch
28683,3.7 centimetre
28684,3.7 inch
28685,
28686,45.0 mm
28687,128.0 inch
28688,4.7 centimetre
28689,4.7 centimetre
28690,
28691,8.0 inch
28692,
28693,40.5 centimetre
28694,32.5 inch
28695,3.75 inch
28696,12.0 inch
28697,4.72 inch
28698,9.0 centimetre
28699,
28700,4.50 centimetre
28701,12.0 ounce
28702,12.0 ounce
28703,33.0 pound
28704,24.75 inch
28705,
28706,
28707,
28708,22.4 inch
28709,22.4 inch
28710,22.4 inch
28711,48.00 inch
28712,
28713,
28714,4.30 centimetre
28715,20.0 cm
28716,109.0 cm
28717,
28718,46.0 centimetre
28719,
28720,16.0 inch
28721,numerical_value unit
28722,15.0 centimetre
28723,174.0 cm
28724,60.0 centimetre
28725,
28726,5.0 gram
28727,
28728,
28729,300.0 gram
28730,15.5 centimetre
28731,3.8 volt
28732,9.6 centimetre
28733,20.0 cup
28734,
28735,
28736,
28737,
28738,6.3 inch
28739,4.3 inch
28740,0.808 cm
28741,23.0 centimetre
28742,32.0 centimetre
28743,28.0 centimetre
28744,6.0 inch
28745,
28746,130.0 cm
28747,130.0 centimetre
28748,65.0 cm
28749,
28750,
28751,180.0 centimetre
28752,
28753,49.0 mm
28754,20.0 inch
28755,8.0 inch
28756,4.32 inch
28757,
28758,110 volt
28759,12.59 inch
28760,
28761,50.0 centimetre
28762,50.0 centimetre
28763,
28764,
28765,
28766,175.0 gram
28767,3.14 inch
28768,3.14 inch
28769,5.0 inch
28770,
28771,30.9 inch
28772,82.0 millimetre
28773,82.0 millimetre
28774,82.0 millimetre
28775,2.0 centimetre
28776,33.0 centimetre
28777,50.0 kilogram
28778,27.0 millimeter
28779,
28780,
28781,75.0 centimetre
28782,23.5 centimeter
28783,0.0 centimetre
28784,22.0 centimetre
28785,20.5 centimetre
28786,
28787,
28788,
28789,16.0 inch
28790,9.5 inch
28791,0.15 pound
28792,9.5 inch
28793,
28794,460.0 watt
28795,
28796,350.0 pound
28797,114.0 centimetre
28798,
28799,
28800,
28801,16.5 cm
28802,
28803,
28804,
28805,550.0 watt
28806,160.0 cm
28807,
28808,
28809,
28810,
28811,4.52 inch
28812,2.5 inch
28813,5.34 inch
28814,
28815,1.1 ounce
28816,55.0 pound
28817,58.0 centimetre
28818,58.0 cm
28819,3.9 inch
28820,7.9 inch
28821,
28822,1700.0 watt
28823,5.5 centimetre
28824,
28825,38.6 inch
28826,36.0 pound
28827,260.0 mm
28828,17.0 centimetre
28829,
28830,21.0 inch
28831,
28832,7.0 centimetre
28833,
28834,330.0 pound
28835,
28836,12.2 inch
28837,12.2 inch
28838,
28839,24.0 inch
28840,
28841,
28842,
28843,10.0 centimetre
28844,
28845,
28846,
28847,
28848,
28849,510.0 gram
28850,30.0 ml
28851,
28852,
28853,
28854,120.0 centimeter
28855,19.7 inch
28856,5.0 inch
28857,5.0 inch
28858,4.0 inch
28859,6.35 centimetre
28860,
28861,
28862,200.0 millimetre
28863,17.32 inch
28864,11.02 inch
28865,33.0 pound
28866,2.0 centimetre
28867,9.0 centimetre
28868,
28869,8.0 ounce
28870,2.0 inch
28871,
28872,WTHOUT 3IN
28873,124.0 cm
28874,10.0 centimetre
28875,11.5 inch
28876,
28877,30.0 inch
28878,
28879,6.2 inch
28880,2000.0 watt
28881,
28882,2000.0 volt
28883,
28884,
28885,69.16 cubic feet per minute
28886,3.9 inch
28887,77.0 inch
28888,21.0 cm
28889,numerical_value unit
28890,238.0 watt
28891,
28892,4.40 fluid_ounce
28893,7.0 centimetre
28894,40.0 pound
28895,20.0 inch
28896,20.0 inch
28897,
28898,
28899,50.0 piece
28900,5.0 inch
28901,5.0 inch
28902,5.0 inch
28903,5.0 inch
28904,5.0 inch
28905,133.0 centimetre
28906,7.0 centimetre
28907,7.0 centimetre
28908,7.0 centimetre
28909,47.2 inch
28910,
28911,
28912,
28913,
28914,10.0 centimetre
28915,245.0 centimetre
28916,
28917,12.0 centimetre
28918,2.7 inch
28919,8.5 inch
28920,6.5 inch
28921,6.5 centimetre
28922,6.5 centimetre
28923,90.0 centimetre
28924,65.0 centimetre
28925,65.0 centimetre
28926,3.42 ounce
28927,
28928,3.6 inch
28929,15.0 centimetre
28930,16.0 inch
28931,10.0 centimetre
28932,10.0 centimetre
28933,
28934,Mocha froppe
28935,13.11 centimetre
28936,200.0 cm
28937,
28938,unknown unit
28939,0.65 kilogram
28940,5.70 centimetre
28941,3.5 centimetre
28942,45.0 inch
28943,86.0 inch
28944,
28945,
28946,3.5 inch
28947,
28948,2.9 inch
28949,2.9 inch
28950,2.48 inch
28951,2.000 watt
28952,
28953,
28954,
28955,
28956,12.0 volt
28957,615.0 millimetre
28958,2.4 inch
28959,2.4 inch
28960,2.4 inch
28961,7.0 centimetre
28962,25.5 centimetre
28963,
28964,15.5 inch
28965,125.0 millimeter
28966,110.0 cm
28967,
28968,520.0 millimeter
28969,15.7 inch
28970,127.0 g
28971,5.0 inch
28972,
28973,8.0 inch
28974,0.98 inch
28975,47.0 gram
28976,0.0 millimeter
28977,17.0 millimetre
28978,1.0454 pound
28979,numerical_value unit
28980,11.61 inch
28981,3.5 inch
28982,3.15 inch
28983,
28984,26.0 cm
28985,7.0 centimetre
28986,7.0 centimetre
28987,7.00 centimetre
28988,6.30 inch
28989,160.0 cm
28990,160.0 cm
28991,44.09 inch
28992,44 inch
28993,3.0 centimetre
28994,5.5 centimetre
28995,
28996,
28997,
28998,50.0 millimeter
28999,
29000,7.28 inch
29001,
29002,2.5 cm
29003,4.3 cm
29004,
29005,1200.0 watt
29006,
29007,
29008,27.0 centimetre
29009,12.67 inch
29010,
29011,40.0 centimetre
29012,12.0 centimetre
29013,
29014,1650.0 pound
29015,115.0 mm
29016,115.0 mm
29017,115.0 mm
29018,24.0 inch
29019,183.0 cm
29020,
29021,14.5 centimetre
29022,5.8 centimetre
29023,23.3 inch
29024,110 volt
29025,
29026,2.95 inch
29027,
29028,4.5 inch
29029,19.0 centimetre
29030,9.6 cm
29031,
29032,
29033,1.38 inch
29034,28.33 inch
29035,90.0 cm
29036,190.0 cm
29037,
29038,30.5 centimetre
29039,30.5 centimetre
29040,
29041,44.0 inch
29042,6.5 cm
29043,
29044,27.0 centimetre
29045,60.0 pound
29046,7.0 inch
29047,7.0 inch
29048,
29049,55.0 cm
29050,130.0 mm
29051,130.0 millimeter
29052,130.0 mm
29053,
29054,7.5 inch
29055,0.24 mm
29056,21.0 grams
29057,20.0 inch
29058,
29059,28.0 pound
29060,4.45 cm
29061,17.6 ounce
29062,
29063,70.5 pounds
29064,115.0 inch
29065,200.0 mm
29066,
29067,44.0 cm
29068,
29069,10.5 inch
29070,
29071,
29072,430.0 mm
29073,20.0 cm
29074,
29075,25.0 centimetre
29076,1700.0 watt
29077,1700 watt
29078,25.7 centimetre
29079,500.0 cm
29080,33.0 centimetre
29081,
29082,31.5 centimetre
29083,31.5 meter
29084,
29085,20.1 inch
29086,2200.0 watt
29087,2200.0 volt
29088,
29089,
29090,000 3x3m
29091,45.6 inch
29092,173.8 cm
29093,3.0 foot
29094,
29095,3.0 foot
29096,38.0 centimetre
29097,120.0 ml
29098,268.0 millimetre
29099,5.1 inch
29100,
29101,
29102,17.5 centimetre
29103,
29104,278.0 mm
29105,278.0 millimeter
29106,
29107,
29108,10.0 centimetre
29109,18.0 centimetre
29110,"BOSCH Skil,..."
29111,
29112,
29113,86.0 ounce
29114,49.5 centimetre
29115,20.0 centimetre
29116,20.0 centimetre
29117,
29118,5.5 centimetre
29119,2.0 inch
29120,
29121,
29122,
29123,25.0 cm
29124,4.0 inch
29125,4.43 centimetre
29126,38.58 inch
29127,35.0 centimetre
29128,24.5 centimetre
29129,
29130,
29131,13.0 inch
29132,13.0 centimetre
29133,
29134,
29135,
29136,
29137,8.3 inch
29138,
29139,4.75 inch
29140,
29141,
29142,
29143,13.5 ounce
29144,3.1 inch
29145,
29146,70.0 cm
29147,
29148,4.6 cm
29149,4.72 inch
29150,4.72 inch
29151,355.0 millilitre
29152,6.40 centimetre
29153,
29154,8.0 centimetre
29155,8.0 centimetre
29156,10.0 centimetre
29157,5.0 inch
29158,
29159,4.5 cm
29160,
29161,14.0 centimetre
29162,
29163,14.0 cm
29164,7.87 inch
29165,7.87 inch
29166,12000.8 Btu/h
29167,
29168,19.60 centimetre
29169,3.0 inch
29170,
29171,420.0 millimeter
29172,880.0 mm
29173,41.0 centimetre
29174,72.0 inch
29175,72.0 inch
29176,5.0 inch
29177,11.3 centimetre
29178,11.30 centimetre
29179,11.30 centimetre
29180,22.0 inch
29181,1.2 inch
29182,25.0 pound
29183,9.64 inch
29184,7.25 inch
29185,7.25 inch
29186,
29187,
29188,
29189,25.0 mm
29190,19.0 inch
29191,82.6 inch
29192,97.0 centimetre
29193,
29194,2.5 volt
29195,
29196,213.0 millimeter
29197,
29198,
29199,25.0 centimetre
29200,12.0 inch
29201,8.6 centimetre
29202,8.6 centimetre
29203,21.0 centimetre
29204,13.5 centimetre
29205,13.5 centimetre
29206,11.5 ounce
29207,3.1 inch
29208,
29209,20.0 volt
29210,2.0 gram
29211,13.76 cm
29212,13.76 inch
29213,
29214,280.0 mm
29215,280.0 mm
29216,280.0 millimeter
29217,
29218,85.0 gram
29219,
29220,6.63 centimetre
29221,2.76 inch
29222,2.76 inch
29223,
29224,mokita 24T
29225,11.0 centimetre
29226,11.0 centimetre
29227,51.2 inch
29228,40.0 inch
29229,40.0 cm
29230,300.0 cm
29231,
29232,
29233,
29234,12.0 inch
29235,585.0 millimeter
29236,
29237,
29238,8.0 inch
29239,39.5 centimetre
29240,39.5 centimetre
29241,75.0 mm
29242,
29243,5.9 inch
29244,
29245,81.0 millimeter
29246,5.0 millimetre
29247,0.8 inch
29248,21.0 millimeter
29249,150.0 kilogram
29250,1.58 inch
29251,4.0 centimetre
29252,
29253,15.7 inch
29254,6.7 inch
29255,6.7 inch
29256,
29257,68.0 centimetre
